X,Y,OBJECTID,Lic_Type,Lic_No,Lic_App,Status,Iss_Date,Exp_Date,Fee_Code,Dup_Cnt,Master,Term,GeoCode,Off_Code,Name,Site_Addr1,Site_Addr2,Site_City,Site_State,Site_ZIP,DBA_Name,Mail_Addr1,Mail_Addr2,Mail_City,Mail_State,Mail_ZIP,Site_Cnty,Site_Tract,POINT_X,POINT_Y
-117.397198520552976,33.211502995085425,1,51,38922,LIC,ACTIVE,1994-01-01T00:00:00.000Z,2020-02-29T00:00:00.000Z,,,Y,12,3709,,OCEANSIDE YACHT CLUB INC,1950 HARBOR DR N,,OCEANSIDE,CA,92054,OCEANSIDE YACHT CLUB,,,,,,SAN DIEGO,183,6210798.16,2022511.107
-117.397198520552976,33.211502995085425,2,58,38922,LIC,ACTIVE,1994-01-01T00:00:00.000Z,2020-02-29T00:00:00.000Z,,,N,12,3709,,OCEANSIDE YACHT CLUB INC,1950 HARBOR DR N,,OCEANSIDE,CA,92054,OCEANSIDE YACHT CLUB,,,,,,SAN DIEGO,183,6210798.16,2022511.107
-117.396976578815384,33.211739490230819,3,47,518619,APP,ACTIVE,,,,,Y,12,3709,,ALOHA RESTAURANTS INC,1900 HARBOR DR N,,OCEANSIDE,CA,92054-1033,JOLLY ROGER THE,,,,,,SAN DIEGO,183,6210866.985,2022596.405
-117.396976578815384,33.211739490230819,4,47,518619,LIC,ACTIVE,2012-07-31T00:00:00.000Z,2020-05-31T00:00:00.000Z,,,Y,12,3709,,ALOHA RESTAURANTS INC,1900 HARBOR DR N,,OCEANSIDE,CA,92054-1033,JOLLY ROGER THE,,,,,,SAN DIEGO,183,6210866.985,2022596.405
-117.392305082215259,33.204245860485308,5,20,420573,LIC,ACTIVE,2005-01-10T00:00:00.000Z,2019-12-31T00:00:00.000Z,,,Y,12,3709,,OCEANSIDE HARBOR FUEL DOCK & MINI MART INC,1380 N PACIFIC ST,,OCEANSIDE,CA,92054,OCEANSIDE HARBOR FUEL DOCK & MINI MART,,,,,,SAN DIEGO,183,6212265.836,2019854.286
-117.390876437818775,33.207080051531847,6,47,532603,LIC,ACTIVE,2013-08-26T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,WATERFRONT ENTERPRISES INC,1325 HARBOR DR N,,OCEANSIDE,CA,92054,OCEANSIDE BROILER,,,,,,SAN DIEGO,183,6212714.091,2020880.675
-117.390363757080792,33.204043699355573,7,54,560010,LIC,ACTIVE,2015-10-06T00:00:00.000Z,2019-09-30T00:00:00.000Z,,,Y,12,3709,,SAN MATEO GALLEY CO INC,256 HARBOR DR S,SLIP 1,OCEANSIDE,CA,92054-1037,OCEANSIDE ADVENTURES,,,,,,SAN DIEGO,183,6212858.81363344,2019774.2329537
-117.390045256900834,33.204238158995587,8,41,543366,LIC,ACTIVE,2014-05-08T00:00:00.000Z,2020-04-30T00:00:00.000Z,,,Y,12,3709,,LIGHTHOUSE OYSTER BAR & GRILL  INC.,262 HARBOR DR S,STE. 201,OCEANSIDE,CA,92054-1037,LIGHTHOUSE OYSTER BAR & GRILL,,,,,,SAN DIEGO,183,6212957.0053123,2019843.91864144
-117.390045256900834,33.204238158995587,9,20,552365,LIC,ACTIVE,2015-03-17T00:00:00.000Z,2020-02-29T00:00:00.000Z,,,Y,12,3709,,LIGHTHOUSE OYSTER BAR & GRILL  INC.,262 HARBOR DR S STE 102,,OCEANSIDE,CA,92054-1037,LIGHTHOUSE SEAFOOD MARKET THE,,,,,,SAN DIEGO,183,6212957.0053123,2019843.91864144
-117.389809256687684,33.204380318845743,10,41,543686,LIC,ACTIVE,2014-06-06T00:00:00.000Z,2020-05-31T00:00:00.000Z,,,Y,12,3709,,BREAD OF LIFE RESTAURANT  LLC,280 HARBOR DR S,STE A,OCEANSIDE,CA,92054-1037,STRATFORD AT THE HARBOR,,,,,,SAN DIEGO,183,6213029.75477392,2019894.85199376
-117.389316825866658,33.205809896174905,11,47,589915,LIC,ACTIVE,2018-07-31T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,JCS ACQUISITION  INC.,314 HARBOR DR S,,OCEANSIDE,CA,92054,JOE'S CRAB SHACK,,,,,,SAN DIEGO,183,6213186.05539807,2020413.33366721
-117.389316825866658,33.205809896174905,12,58,589915,LIC,ACTIVE,2018-07-31T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,N,12,3709,,JCS ACQUISITION  INC.,314 HARBOR DR S,,OCEANSIDE,CA,92054,JOE'S CRAB SHACK,,,,,,SAN DIEGO,183,6213186.05539807,2020413.33366721
-117.389196476184551,33.20490758415685,13,41,569311,LIC,ACTIVE,2016-10-12T00:00:00.000Z,2019-09-30T00:00:00.000Z,,,Y,12,3709,,RISING SUN SUSHI HARBOR  LLC,272 HARBOR DR S,,OCEANSIDE,CA,92054-1037,RISING SUN SUSHI HARBOR,,,,,,SAN DIEGO,183,6213219.27849056,2020084.6402608
-117.389153685667949,33.205139392616168,14,45,227715,LIC,ACTIVE,1989-01-06T00:00:00.000Z,2020-05-31T00:00:00.000Z,,,Y,12,3709,,CACCIOLA  JOSEPH F JR,315 HARBOR DR S,,OCEANSIDE,CA,92054,SEA STAR SPORTSFISHING,,,,,,SAN DIEGO,183,6213233.28799999,2020168.837
-117.38907869179468,33.204468743849233,15,47,351732,LIC,ACTIVE,1999-04-27T00:00:00.000Z,2019-10-31T00:00:00.000Z,,,Y,12,3709,,OCEANSIDE BAJA LOBSTER GROUP INC,258 HARBOR DR S,,OCEANSIDE,CA,92054,ROCKIN BAJA LOBSTER,,,,,,SAN DIEGO,183,6213253.55999999,2019924.58199995
-117.389085218061496,33.205194353127332,16,44,178319,LIC,ACTIVE,1985-09-30T00:00:00.000Z,2019-09-30T00:00:00.000Z,,,Y,12,3709,,HELGRENS OCEANSIDE SPORTFISHING,315 HARBOR DR S,,OCEANSIDE,CA,92054,HELGRENS OCEANSIDE SPORTFISHING,,,,,,SAN DIEGO,183,6213254.44803965,2020188.6046198
-117.389073867515393,33.205194457375057,17,44,178318,LIC,ACTIVE,1985-09-30T00:00:00.000Z,2019-08-31T00:00:00.000Z,,,Y,12,3709,,HELGRENS OCEANSIDE SPORTFISHING,315 HARBOR DR S,,OCEANSIDE,CA,92054,HELGRENS OCEANSIDE SPORTFISHING,,,,,,SAN DIEGO,183,6213257.92014556,2020188.6046198
-117.388961678025694,33.204540645697413,18,41,473849,LIC,ACTIVE,2009-09-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,,,Y,12,3709,,DOMINIC THE GREAT INC,266-268 HARBOR DR S,,OCEANSIDE,CA,92054-1037,DOMINICS,,,,,,SAN DIEGO,183,6213289.63599998,2019950.351
-117.388891468576247,33.204583784959638,19,41,470776,LIC,ACTIVE,2008-11-21T00:00:00.000Z,2019-10-31T00:00:00.000Z,,,Y,12,3709,,ZAND INC,274 HARBOR DR S,# A,OCEANSIDE,CA,92054-1037,ZAND INC,,,,,,SAN DIEGO,183,6213311.28199999,2019965.81199997
-117.388868065776393,33.204598165302542,20,41,376099,LIC,ACTIVE,2001-06-22T00:00:00.000Z,2020-05-31T00:00:00.000Z,,,Y,12,3709,,COAST VENTURES INC,276 HARBOR DR S,,OCEANSIDE,CA,92054,HARBOR FISH & CHIPS,,,,,,SAN DIEGO,183,6213318.497,2019970.966
-117.388166515902455,33.2086051129697,21,21,506395,LIC,ACTIVE,2011-08-25T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,A & R OIL COMPANY INC,477 HARBOR DR,,OCEANSIDE,CA,92054-1027,OCEANSIDE HARBOR MOBIL,,,,,,SAN DIEGO,183,6213548.99,2021426.485
-117.387881524247263,33.207480512507274,22,47,534116,LIC,ACTIVE,2013-10-04T00:00:00.000Z,2019-09-30T00:00:00.000Z,,,Y,12,3709,,OCEAN HOLIDAY LPSHIP,1401 CARMELO DR,,OCEANSIDE,CA,92054-1012,HOLIDAY INN OCEANSIDE,,,,,,SAN DIEGO,186.01,6213631.689,2021016.36599996
-117.387740487643967,33.208893874133004,23,41,154665,APP,ACTIVE,,,,,Y,12,3709,,DENNYS INC,487 HARBOR DR S,,OCEANSIDE,CA,92054,DENNYS RESTAURANT 1935,,,,,,SAN DIEGO,183,6213680.43699998,2021530.124
-117.387740487643967,33.208893874133004,24,41,154665,LIC,ACTIVE,1984-06-11T00:00:00.000Z,2019-12-31T00:00:00.000Z,,,Y,12,3709,,DENNYS INC,487 HARBOR DR S,,OCEANSIDE,CA,92054,DENNYS RESTAURANT 1935,,,,,,SAN DIEGO,183,6213680.43699998,2021530.124
-117.38735205728274,33.209194148709194,25,20,442884,LIC,ACTIVE,2007-07-02T00:00:00.000Z,2020-06-30T00:00:00.000Z,,,Y,12,3709,,CHEVRON STATIONS INC,1601 N COAST HIGHWAY,,OCEANSIDE,CA,92054-1026,CHEVRON 1815,,,,,,SAN DIEGO,186.01,6213800.42959299,2021638.07788346
-117.384807168828118,33.203007394713119,26,47,61151,LIC,ACTIVE,1978-12-20T00:00:00.000Z,2020-01-31T00:00:00.000Z,,,Y,12,3709,,BROGDON PROPERTIES,939 N COAST HWY,,OCEANSIDE,CA,92054-2135,MAIN ATTRACTION THE,,,,,,SAN DIEGO,184,6214554.27699999,2019378.647
-117.384482614250686,33.194495645432447,27,47,536206,LIC,ACTIVE,2014-03-20T00:00:00.000Z,2020-02-29T00:00:00.000Z,,,Y,12,3709,,RUBY'S OCEANSIDE  LTD.  L-PSHIP,1 OCEANSIDE PIER,,OCEANSIDE,CA,92054,RUBYS OCEANSIDE LTD,,,,,,SAN DIEGO,183,6214619.85099998,2016280.708
-117.384482614250686,33.194495645432447,28,58,536206,LIC,ACTIVE,2014-03-20T00:00:00.000Z,2020-02-29T00:00:00.000Z,,,N,12,3709,,RUBY'S OCEANSIDE  LTD.  L-PSHIP,1 OCEANSIDE PIER,,OCEANSIDE,CA,92054,RUBYS OCEANSIDE LTD,,,,,,SAN DIEGO,183,6214619.85099998,2016280.708
-117.384390083794571,33.198528657417661,29,21,282623,LIC,ACTIVE,1993-04-27T00:00:00.000Z,2020-03-31T00:00:00.000Z,,,Y,12,3709,,RABAN  ROXY AZIZ,601 N CLEVELAND ST,,OCEANSIDE,CA,92054,PAPPYS MARKET,,,,,,SAN DIEGO,184,6214664.121,2017747.74399994
-117.384202662571823,33.194915279470365,30,47,465257,LIC,ACTIVE,2008-08-14T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,JJ EATS INC,333 N PACIFIC ST,,OCEANSIDE,CA,92054,333 PACIFIC,,,,,,SAN DIEGO,183,6214707.149,2016432.453
-117.384202662571823,33.194915279470365,31,58,465257,LIC,ACTIVE,2008-08-14T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,N,12,3709,,JJ EATS INC,333 N PACIFIC ST,,OCEANSIDE,CA,92054,333 PACIFIC,,,,,,SAN DIEGO,183,6214707.149,2016432.453
-117.383686870174586,33.195333518040336,32,41,523050,LIC,ACTIVE,2012-08-29T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,JJ EATS INC,333 N MYERS ST,,OCEANSIDE,CA,92054-2526,ZIG ZAG,,,,,,SAN DIEGO,183,6214866.58299999,2016582.906
-117.383678005119208,33.20040098436894,33,21,448180,LIC,ACTIVE,2007-01-19T00:00:00.000Z,2019-12-31T00:00:00.000Z,,,Y,12,3709,,QOZI INC,707 N COAST HWY,,OCEANSIDE,CA,92054-2131,HARBOR LIQUOR,,,,,,SAN DIEGO,184,6214889.342,2018426.59
-117.383383679260731,33.200910696941008,34,41,546311,LIC,ACTIVE,2014-08-07T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,RED & WHITE SUPERETTE INC,714 N COAST HWY,,OCEANSIDE,CA,92054,HARBOR HOUSE CAFE,,,,,,SAN DIEGO,184,6214981.38599998,2018611.06199997
-117.383054233169688,33.200520553055732,35,21,151307,LIC,ACTIVE,1984-08-06T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,RED & WHITE SUPERETTE INC,700 N COAST HWY,,OCEANSIDE,CA,92054,RED & WHITE,,,,,,SAN DIEGO,184,6215080.61299998,2018468.019
-117.382639057576284,33.199508088772852,36,41,510239,LIC,ACTIVE,2012-08-14T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,REGAKIS  ANTONIOS ILIAS,621 N COAST HWY,,OCEANSIDE,CA,92054-2435,ANGELOS BURGERS,,,,,,SAN DIEGO,184,6215203.60437009,2018098.27096993
-117.382434461525591,33.196167555161324,37,47,605520,APP,PEND,,,,,Y,12,3709,,ALL FAMILY HOSPITALITY LLC,363 N CLEVELAND ST,,OCEANSIDE,CA,92054,CARTE BLANCHE,,,,,,SAN DIEGO,184,6215252.98531531,2016882.19337759
-117.382441776603315,33.19967923360894,38,41,582844,LIC,ACTIVE,2017-09-26T00:00:00.000Z,2019-08-31T00:00:00.000Z,,,Y,12,3709,,PINO'S FOODS  LLC.,604-608 N COAST HWY,,OCEANSIDE,CA,92054-2436,VENETOS,,,,,,SAN DIEGO,184,6215264.62512165,2018159.88361157
-117.38220300635794,33.196672654931191,39,20,581945,LIC,ACTIVE,2017-09-20T00:00:00.000Z,2019-08-31T00:00:00.000Z,,,Y,12,3709,,APOTHEQUE LIFESTYLE SPA  INC.,322 N CLEVELAND ST,,OCEANSIDE,CA,92054-2529,APOTHEQUE WINE LOUNGE,,,,,,SAN DIEGO,184,6215325.78149539,2017065.19649655
-117.38220300635794,33.196672654931191,40,42,581945,LIC,ACTIVE,2017-09-20T00:00:00.000Z,2019-08-31T00:00:00.000Z,,,Y,12,3709,,APOTHEQUE LIFESTYLE SPA  INC.,322 N CLEVELAND ST,,OCEANSIDE,CA,92054-2529,APOTHEQUE WINE LOUNGE,,,,,,SAN DIEGO,184,6215325.78149539,2017065.19649655
-117.381651726151276,33.194918545966203,41,41,606045,APP,PEND,,,,,Y,12,3709,,BHD OSIDE INC,280 MISSION AVE,,OCEANSIDE,CA,92054,BEACH HUT DELI,,,,,,SAN DIEGO,184,6215487.48626784,2016425.16232724
-117.38159106385946,33.195163385589908,42,2,600157,LIC,ACTIVE,2018-12-12T00:00:00.000Z,2019-06-30T00:00:00.000Z,,,Y,12,3709,,ORFILA VINEYARDS INC,221 N CLEVELAND ST,,OCEANSIDE,CA,92054-2607,ORFILA VINEYARDS,,,,,,SAN DIEGO,184,6215507.00950379,2016514.04171778
-117.381545381234517,33.195696865515792,43,42,390020,LIC,ACTIVE,2002-09-27T00:00:00.000Z,2019-08-31T00:00:00.000Z,,,Y,12,3709,,PIERVIEW INVESTMENTS II CORP,301-305 PIER VIEW WY,,OCEANSIDE,CA,92054-2524,PIER VIEW PUB,,,,,,SAN DIEGO,184,6215523.08999998,2016707.98799998
-117.381393142217192,33.195673774994546,44,21,593647,LIC,ACTIVE,2018-09-27T00:00:00.000Z,2019-08-31T00:00:00.000Z,,,Y,12,3709,,TACO TIME  INC.,218 N CLEVELAND ST,,OCEANSIDE,CA,92054-2554,BUBBLES BY THE BEACH,,,,,,SAN DIEGO,184,6215569.56803835,2016699.08143382
-117.38134834604088,33.192804217003072,45,20,532652,LIC,ACTIVE,2014-05-16T00:00:00.000Z,2020-04-30T00:00:00.000Z,,,Y,12,3709,,SAGE CLIENT 349  LLC,110 N MYERS ST,,OCEANSIDE,CA,92054,SPRINGHILL SUITES OCEANSIDE,,,,,,SAN DIEGO,183,6215571.94199998,2015654.892
-117.38134834604088,33.192804217003072,46,47,532652,LIC,ACTIVE,2014-05-16T00:00:00.000Z,2020-04-30T00:00:00.000Z,,,Y,12,3709,,SAGE CLIENT 349  LLC,110 N MYERS ST,,OCEANSIDE,CA,92054,SPRINGHILL SUITES OCEANSIDE,,,,,,SAN DIEGO,183,6215571.94199998,2015654.892
-117.38134834604088,33.192804217003072,47,58,532652,LIC,ACTIVE,2014-05-16T00:00:00.000Z,2020-04-30T00:00:00.000Z,,,N,12,3709,,SAGE CLIENT 349  LLC,110 N MYERS ST,,OCEANSIDE,CA,92054,SPRINGHILL SUITES OCEANSIDE,,,,,,SAN DIEGO,183,6215571.94199998,2015654.892
-117.38134834604088,33.192804217003072,48,68,532652,LIC,ACTIVE,2014-05-16T00:00:00.000Z,2020-04-30T00:00:00.000Z,,,N,12,3709,,SAGE CLIENT 349  LLC,110 N MYERS ST,,OCEANSIDE,CA,92054,SPRINGHILL SUITES OCEANSIDE,,,,,,SAN DIEGO,183,6215571.94199998,2015654.892
-117.38127786608591,33.19840900827419,49,20,602682,LIC,ACTIVE,2019-07-01T00:00:00.000Z,2020-06-30T00:00:00.000Z,,,Y,12,3709,,7 ELEVEN INC,420 N COAST HWY,,OCEANSIDE,CA,92054-2532,7-ELEVEN STORE 38369A,,,,,,SAN DIEGO,184,6215615.6284133,2017693.86807245
-117.381277808557897,33.198409038556377,50,20,284711,APP,ACTIVE,,,,,Y,12,3709,,CIRCLE K STORES INC,420 N COAST HWY,,OCEANSIDE,CA,92054-2532,CIRCLE K 2967,,,,,,SAN DIEGO,184,6215615.64599999,2017693.879
-117.381100844438024,33.195245761976039,51,41,237770,LIC,ACTIVE,1989-10-30T00:00:00.000Z,2019-10-31T00:00:00.000Z,,,Y,12,3709,,JIMENEZ  ALFONSO G,308 MISSION AVE,,OCEANSIDE,CA,92054,,,,,,,SAN DIEGO,184,6215657.291,2016542.38599995
-117.381103619251974,33.196817740038895,52,1,578058,LIC,ACTIVE,2018-01-09T00:00:00.000Z,2019-12-31T00:00:00.000Z,,,Y,12,3709,,STONE BREWING CO.  LLC,310 N TREMONT ST,,OCEANSIDE,CA,92054-2534,STONE COMPANY STORE,,,,,,SAN DIEGO,184,6215662.64696338,2017114.33320924
-117.381012934887167,33.196707832504288,53,48,603877,APP,PEND,,,,,Y,12,3709,,ALLYN WILDE  INC.,406 PIER VIEW WAY,,OCEANSIDE,CA,92054-2814,,,,,,,SAN DIEGO,184,6215689.95277209,2017074.04426278
-117.381012878432642,33.196707862776634,54,48,566142,LIC,SUSPEN,2016-04-01T00:00:00.000Z,2020-03-31T00:00:00.000Z,,,Y,12,3709,,FIREWATER OSIDE  LLC,406 PIER VIEW WAY,,OCEANSIDE,CA,92054-2814,FIREWATER SALOON,,,,,,SAN DIEGO,184,6215689.96999999,2017074.05499995
-117.380946813835351,33.195243514757841,55,41,572777,LIC,ACTIVE,2017-04-05T00:00:00.000Z,2020-03-31T00:00:00.000Z,,,Y,12,3709,,SCDV LLC,280 MISSION AVE,,OCEANSIDE,CA,92054,BEACH HUT DELI,,,,,,SAN DIEGO,184,6215704.39950456,2016541.05712485
-117.380879588073029,33.195647099460665,56,41,602797,APP,PEND,,,,,Y,12,3709,,ROSARIA'S PIZZA  INC.,209 N TREMONT ST,,OCEANSIDE,CA,92054-2555,ROSARIA PIZZA,,,,,,SAN DIEGO,184,6215726.5562516,2016687.67158223
-117.380778504310783,33.195574067682969,57,48,422114,LIC,ACTIVE,2005-02-14T00:00:00.000Z,2020-01-31T00:00:00.000Z,,,Y,12,3709,,HAUNTED HEAD INC,207 N TREMONT ST,,OCEANSIDE,CA,92054,HAUNTED HEAD SALOON THE,,,,,,SAN DIEGO,184,6215757.189,2016660.76499998
-117.380511483446327,33.194682453484553,58,41,604581,LIC,ACTIVE,2019-05-24T00:00:00.000Z,2020-04-30T00:00:00.000Z,,,Y,12,3709,,HAIG OCEANSIDE  INC.,301 MISSION AVE,STE 102A,OCEANSIDE,CA,92054-2570,HARNEY SUSHI OCEANSIDE,,,,,,SAN DIEGO,184,6215835.35186848,2016335.48017835
-117.380364287838361,33.195682611824836,59,41,606691,APP,PEND,,,,,Y,12,3709,,SANCHO'S TACOS OCEANSIDE LLC,400 MISSION AVE,,OCEANSIDE,CA,92054-2828,SANCHOS TACOS,,,,,,SAN DIEGO,184,6215884.32400571,2016698.88295886
-117.38019677486588,33.195804158464284,60,23,601110,LIC,ACTIVE,2019-06-18T00:00:00.000Z,2020-05-31T00:00:00.000Z,,,Y,12,3709,,ILLUMINATION BREWING LLC,406 MISSION AVE,,OCEANSIDE,CA,92054-2828,KILOWATT BREWING,,,,,,SAN DIEGO,184,6215936.04467978,2016742.55008623
-117.38000647305924,33.196040512918465,61,47,565858,LIC,ACTIVE,2016-06-15T00:00:00.000Z,2020-05-31T00:00:00.000Z,,,Y,12,3709,,BORROWED THYME  LLC,207 N COAST HWY,,OCEANSIDE,CA,92054-2821,THAT BOY GOOD,,,,,,SAN DIEGO,184,6215995.189,2016827.91299994
-117.379968123112221,33.196642394445036,62,41,602752,LIC,ACTIVE,2019-07-12T00:00:00.000Z,2020-06-30T00:00:00.000Z,,,Y,12,3709,,SUNSHINE JAPANESE FOOD  INC.,224 N COAST HWY,,OCEANSIDE,CA,92054-2822,SUNSHINE POKE,,,,,,SAN DIEGO,184,6216009.29325306,2017046.77043336
-117.379860823957458,33.19501126066632,63,41,582807,LIC,ACTIVE,2018-03-19T00:00:00.000Z,2020-02-29T00:00:00.000Z,,,Y,12,3709,,REGAL CINEMAS INC,401 MISSION AVE,,OCEANSIDE,CA,92054-2827,REGAL CINEMAS OCEANSIDE 16,,,,,,SAN DIEGO,184,6216035.68394698,2016452.95362654
-117.379816131461055,33.195092294279974,64,41,568474,LIC,ACTIVE,2016-09-14T00:00:00.000Z,2019-08-31T00:00:00.000Z,,,Y,12,3709,,OKP INCORPORATED,401 MISSION AVE,STE B120,OCEANSIDE,CA,92054-2563,KNOCKOUT PIZZA,,,,,,SAN DIEGO,184,6216049.67470625,2016482.28833483
-117.379816075007156,33.195092324551759,65,41,452492,LIC,ACTIVE,2007-07-31T00:00:00.000Z,2020-06-30T00:00:00.000Z,,,Y,12,3709,,UMI JAPANESE GRILL & CAFE INC,401 MISSION AVE,STE B100,OCEANSIDE,CA,92054-2558,UMI JAPANESE GRILL & CAFE,,,,,,SAN DIEGO,184,6216049.69199998,2016482.299
-117.379814026201799,33.196518272586445,66,2,572653,LIC,ACTIVE,2017-05-02T00:00:00.000Z,2020-06-30T00:00:00.000Z,,,Y,12,3709,,HOLME  CRAIG CHARLES,216 N COAST HWY,,OCEANSIDE,CA,92054,HOLME ESTATE CELLARS,,,,,,SAN DIEGO,184,6216055.94079623,2017001.09983997
-117.379677856824529,33.196145269198709,67,64,531048,LIC,ACTIVE,2014-07-03T00:00:00.000Z,2019-06-30T00:00:00.000Z,,,Y,12,3709,,OCEANSIDE THEATRE COMPANY,217-219 N COAST HIGHWAY,,OCEANSIDE,CA,92054,OCEANSIDE THEATRE COMPANY,,,,,,SAN DIEGO,184,6216096.12335013,2016864.93732913
-117.379314225620107,33.196244536263301,68,41,486833,LIC,ACTIVE,2011-03-04T00:00:00.000Z,2020-02-29T00:00:00.000Z,,,Y,12,3709,,PHIMRAT CORPORATION INC,508 MISSION AVE,,OCEANSIDE,CA,92054-2830,RIM TALAY THAI CUISINE,,,,,,SAN DIEGO,184,6216207.747,2016899.84899996
-117.379205249834413,33.195813668923506,69,41,489071,LIC,ACTIVE,2010-07-23T00:00:00.000Z,2020-06-30T00:00:00.000Z,,,Y,12,3709,,WHITEHEAD  SCOTT RICHARD,515 MISSION AVE,,OCEANSIDE,CA,92054-2829,TYS BURGER HOUSE INC,,,,,,SAN DIEGO,184,6216239.38399999,2016742.72399996
-117.3791872444544,33.194508416591837,70,41,591922,LIC,ACTIVE,2019-04-04T00:00:00.000Z,2020-03-31T00:00:00.000Z,,,Y,12,3709,,COFFEE FUSION  LLC,401 SEAGAZE DR,,OCEANSIDE,CA,92054-3020,,,,,,,SAN DIEGO,184,6216239.7486143,2016267.77005798
-117.378916003722225,33.19475544356979,71,23,482360,APP,ACTIVE,,,,,Y,12,3709,,BLACK SHEEP BREWERY INC,101 N COAST HWY,STE C140,OCEANSIDE,CA,92054-3015,BREAKWATER BREWING CO.,,,,,,SAN DIEGO,184,6216323.694,2016356.74799998
-117.378916003722225,33.19475544356979,72,23,482360,LIC,ACTIVE,2010-03-17T00:00:00.000Z,2020-04-30T00:00:00.000Z,,,Y,12,3709,,BLACK SHEEP BREWERY INC,101 N COAST HWY,STE C140,OCEANSIDE,CA,92054-3015,BREAKWATER BREWING CO.,,,,,,SAN DIEGO,184,6216323.694,2016356.74799998
-117.37891659255142,33.195964767672585,73,41,590289,LIC,ACTIVE,2018-06-18T00:00:00.000Z,2020-05-31T00:00:00.000Z,,,Y,12,3709,,7 IDIOTS COMPANY LLC,509 MISSION AVE,,OCEANSIDE,CA,92054-2829,RAMEN MENMA,,,,,,SAN DIEGO,184,6216328.27785644,2016796.74254405
-117.378763450583634,33.196624912727479,74,41,606812,APP,PEND,,,,,Y,12,3709,,ROSEWOOD KITCHEN LLC,608 MISSION AVE,,OCEANSIDE,CA,92054-2832,ROSEWOOD KITCHEN,,,,,,SAN DIEGO,184,6216377.7232153,2017036.41836154
-117.378763393044309,33.196624942106908,75,41,533150,LIC,ACTIVE,2013-08-30T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,MAZATLAN INC,608 MISSION AVE,,OCEANSIDE,CA,92054-2832,608,,,,,,SAN DIEGO,184,6216377.741,2017036.429
-117.378751121795162,33.196632171236153,76,41,605717,APP,PEND,,,,,Y,12,3709,,MCKEEHAN  CHRISTOPHER WILLIAM,612 MISSION AVE,,OCEANSIDE,CA,92054-2832,BURGERIM,,,,,,SAN DIEGO,184,6216381.52314267,2017039.01826643
-117.3786276637085,33.194413061343134,77,42,547008,LIC,ACTIVE,2014-12-01T00:00:00.000Z,2019-11-30T00:00:00.000Z,,,Y,12,3709,,KGT  LLC,113 S COAST HWY,,OCEANSIDE,CA,92054-3017,O'SIDE SPORTS BAR & GRILL,,,,,,SAN DIEGO,184,6216410.548,2016231.223
-117.37848230357109,33.196783713257638,78,41,585177,LIC,ACTIVE,2018-08-20T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,BENITO'S PIZZA OCEANSIDE  INC.,610 MISSION AVE,,OCEANSIDE,CA,92054-2832,BENITO'S PIZZA,,,,,,SAN DIEGO,184,6216464.34910012,2017093.2643538
-117.378387757490984,33.19445010944596,79,41,567619,LIC,ACTIVE,2016-06-22T00:00:00.000Z,2020-05-31T00:00:00.000Z,,,Y,12,3709,,KIM  YEN XUAN,119 S COAST HWY,,OCEANSIDE,CA,92054-3017,CARMINES PIZZA,,,,,,SAN DIEGO,184,6216484.08111025,2016243.90796863
-117.378350132814361,33.194926501306355,80,20,377538,LIC,ACTIVE,2001-08-13T00:00:00.000Z,2019-07-31T00:00:00.000Z,,,Y,12,3709,,ATTIQ  KEVIN,102 N COAST HWY,,OCEANSIDE,CA,92054-3016,QUICK CORNER MARKET,,,,,,SAN DIEGO,184,6216497.466,2016417.111
-117.378162703166126,33.193243842851253,81,47,472934,LIC,ACTIVE,2009-04-03T00:00:00.000Z,2020-03-31T00:00:00.000Z,,,N,12,3709,,DAVINAS CABO GRILL LLC,202-212 N TREMONT ST,,OCEANSIDE,CA,92054,DAVINAS CABO GRILL,,,,,,SAN DIEGO,184,6216548.176,2015804.283
-117.378162703166126,33.193243842851253,82,47,472934,LIC,ACTIVE,2009-04-03T00:00:00.000Z,2020-03-31T00:00:00.000Z,,,Y,12,3709,,DAVINAS CABO GRILL LLC,202-212 N TREMONT ST,,OCEANSIDE,CA,92054,DAVINAS CABO GRILL,,,,,,SAN DIEGO,184,6216548.176,2015804.283
-117.378162703166126,33.193243842851253,83,68,472934,LIC,ACTIVE,2009-04-03T00:00:00.000Z,2020-03-31T00:00:00.000Z,,,N,12,3709,,DAVINAS CABO GRILL LLC,202-212 N TREMONT ST,,OCEANSIDE,CA,92054,DAVINAS CABO GRILL,,,,,,SAN DIEGO,184,6216548.176,2015804.283
